"HumanGene","2021_Nature_Kamber_Ramos_macrophage_posscore","2021_Nature_Kamber_Ramos_macrophage_posrank","2021_Nature_Kamber_Ramos_macrophage_negscore","2021_Nature_Kamber_Ramos_macrophage_negrank"
"FGFBP1",0.055295,3725,0.49399,13786
"FGFBP2",0.46713,13787,0.27607,9935
"FGFBP3",0.03299,2511,0.097552,5080
"FGFR1",0.14622,7130,0.96839,19586
"FGFR1OP",0.27478,10386,0.54813,14601
"FGFR1OP2",0.13716,6842,0.49631,13827
"FGFR2",0.080566,4827,0.28911,10253
"FGFR3",0.20307,8821,0.14108,6593
"FGFR4",0.071698,4461,0.089013,4773
"FGFRL1",0.1217,6277,0.22399,8715
"FGG",0.95527,19325,0.47709,13532
"FGGY",0.020864,1813,0.092755,4919
"FGL1",0.99709,20276,0.62571,15791
"FGL2",0.20294,8818,0.13527,6390
"FGR",0.15614,7454,0.27045,9809
"FH",0.078599,4750,0.040504,2801
"FHAD1",0.10229,5617,0.53981,14479
"FHDC1",0.09278,5287,0.27704,9955
"FHIT",0.1312,6629,0.80117,17707
"FHL1",0.099575,5521,0.55389,14686
"FHL2",0.048375,3337,0.96581,19539
"FHL3",0.31064,11128,0.42107,12720
"FHL5",0.064797,4200,0.6834,16406
"FHOD1",0.0019846,350,0.36611,11911
"FHOD3",0.10989,5882,0.53822,14459
"FIBCD1",0.27607,10416,0.79712,17659
"FIBIN",0.12142,6267,0.85639,18422
"FIBP",0.99624,20246,0.014822,1471
"FICD",0.030454,2349,0.38898,12312
"FIG4",0.11931,6203,0.66993,16283
"FIGF",0.54558,14825,0.50085,13898
"FIGLA",0.5686,15169,0.19634,8074
"FIGN",0.026461,2139,0.28966,10268
"FIGNL1",0.04604,3232,0.95514,19331
"FILIP1",0.97588,19694,0.13857,6502
"FILIP1L",0.69261,16790,0.27548,9926
"FIP1L1",0.018279,1671,0.7392,16940
"FIS1",0.15547,7430,0.13168,6261
"FITM1",0.65635,16366,0.75681,17153
"FITM2",0.22723,9343,0.024042,1982
"FIZ1",0.83417,18175,0.082007,4540
"FJX1",0.36413,12163,0.31664,10838
"FKBP10",0.98262,19859,0.13927,6533
"FKBP11",0.8455,18301,0.043662,2966
"FKBP14",0.11311,5990,0.63895,15988
"FKBP15",0.65646,16369,0.26617,9714
"FKBP1A",0.99982,20411,0.00040573,272
"FKBP1B",0.049988,3429,0.40427,12520
"FKBP1C",0.037066,2726,0.089221,4782
"FKBP2",0.13418,6733,0.054671,3493
"FKBP3",0.10468,5692,0.63769,15973
"FKBP4",0.0067277,768,0.12411,6017
"FKBP5",0.10074,5561,0.25224,9383
"FKBP6",0.36462,12174,0.41832,12684
"FKBP7",0.39486,12744,0.044728,3024
"FKBP8",0.46272,13730,0.85679,18430
"FKBP9",0.19804,8708,0.176,7587
"FKBPL",0.86887,18582,0.11155,5595
"FKRP",0.86436,18519,0.37988,12166
"FKSG48",0.22005,9192,0.21448,8513
"FKSG52",0.86617,18543,0.012784,1348
"FKSG61",0.14415,7068,0.07318,4191
"FKSG62",0.90538,18865,0.15351,6957
"FKSG63",0.56373,15099,0.38038,12179
"FKSG68",0.9558,19335,0.044199,2993
"FKTN",0.10553,5724,0.99833,20382
"FLAD1",0.81495,17951,0.34859,11548
"FLCN",0.38515,12568,0.029357,2251
"FLG",0.15906,7546,0.24075,9126
"FLG2",0.094992,5370,0.5418,14508
"FLI1",0.37372,12342,0.14138,6599
"FLII",0.11775,6134,0.80613,17769
"FLJ00104",0.46895,13810,0.27292,9865
"FLJ00273",0.54824,14874,0.27035,9806
"FLJ00325",0.091602,5238,0.22693,8775
"FLJ00388",0.62537,15943,0.57845,15066
"FLJ00418",0.077686,4717,0.2502,9338
"FLJ20306",0.057632,3839,0.43954,12977
"FLJ20373",0.010568,1098,0.28128,10059
"FLJ27365",0.33573,11592,0.5847,15182
"FLJ45079",0.11787,6138,0.98951,20134
"FLNA",0.065576,4243,0.67555,16335
"FLNB",0.36655,12209,0.52087,14203
"FLNC",0.44846,13533,0.16061,7173
"FLOT1",0.0055058,660,0.8211,17968
"FLOT2",0.12183,6283,0.23215,8895
"FLRT1",0.026887,2162,0.024887,2021
"FLRT2",0.085282,5003,0.092285,4893
"FLRT3",0.075034,4605,0.45571,13226
"FLT1",0.065716,4251,0.22823,8807
"FLT3",0.13125,6632,0.38907,12314
"FLT3LG",0.50836,14333,0.059055,3674
"FLT4",0.78517,17638,0.079219,4441
"FLVCR1",0.09041,5197,0.97597,19753
"FLVCR2",0.63323,16060,0.1695,7431
"FLYWCH1",0.73027,17131,0.10305,5277
"FLYWCH2",0.4467,13506,0.79065,17593
"FMN1",0.12842,6523,0.065926,3935
"FMN2",0.72683,17099,0.28991,10271
"FMNL1",0.36574,12193,0.78215,17478
"FMNL2",0.6431,16207,0.51752,14152
"FMNL3",0.45161,13574,0.11116,5577
"FMO1",0.15255,7343,0.88386,18650
"FMO2",0.077811,4724,0.38944,12323
"FMO3",0.56624,15141,0.082664,4554
"FMO4",0.72194,17048,0.12268,5961
"FMO5",0.54368,14806,0.46436,13359
"FMO6P",0.047091,3277,0.1323,6290
"FMOD",0.5478,14865,0.23972,9094
"FMR1",0.015628,1497,0.75567,17137
"FMR1NB",0.19245,8564,0.96061,19433
"FN1",0.060763,4001,0.85186,18359
"FN3K",0.61117,15748,0.38367,12237
"FN3KRP",0.004077,529,0.91531,18897
"FNBP1",0.99595,20238,0.0027875,590
"FNBP1L",0.46397,13754,0.21325,8480
"FNBP4",0.19663,8677,0.92835,19018
"FNDC1",0.13494,6762,0.036972,2625
"FNDC3A",0.4908,14101,0.14747,6779
"FNDC3B",0.082381,4898,0.46129,13321
"FNDC4",0.0098857,1038,0.8011,17706
"FNDC5",0.055667,3749,0.15899,7127
"FNDC7",0.2214,9213,0.044691,3022
"FNDC8",0.76725,17471,0.027249,2134
"FNDC9",0.098299,5482,0.18839,7888
"FNIP1",0.051897,3544,0.0089015,1081
"FNIP2",0.22752,9350,0.56093,14793
"FNTA",0.16415,7695,0.75756,17166
"FNTB",0.66063,16430,0.13584,6411
"FOCAD",0.22778,9357,0.97944,19856
"FOLH1",0.47842,13931,0.015474,1508
"FOLR1",0.11919,6196,0.94942,19246
"FOLR2",0.1304,6603,0.12974,6208
"FOLR3",0.079419,4773,0.35221,11636
"FOLR4",0.42722,13232,0.98058,19894
"FOPNL",0.14049,6949,0.62565,15790
"FOS",0.035036,2623,0.011043,1224
"FOSB",0.88508,18751,0.32026,10916
"FOSL1",0.027156,2181,0.20388,8264
"FOSL2",0.87,18592,0.010472,1186
"FOXA1",0.26791,10252,0.42317,12748
"FOXA2",0.21321,9031,0.61133,15584
"FOXA3",0.94951,19252,0.91255,18872
"FOXB1",0.55862,15020,0.12501,6046
"FOXB2",0.57823,15297,0.2008,8189
"FOXC1",0.68706,16750,0.15462,6996
"FOXC2",0.44805,13529,0.33233,11152
"FOXD1",0.026428,2137,0.60682,15517
"FOXD2",0.56527,15126,0.077461,4374
"FOXD3",0.26436,10173,0.32959,11104
"FOXD4",0.13869,6883,0.35436,11676
"FOXD4L1",0.017235,1613,0.27016,9800
"FOXD4L2",0.61245,15762,0.092363,4897
"FOXD4L3",0.53959,14751,0.28209,10084
"FOXD4L4",0.55802,15008,0.47389,13496
"FOXD4L5",0.26076,10085,0.035209,2544
"FOXD4L6",0.16288,7654,0.3475,11532
"FOXE1",0.62502,15938,0.12097,5915
"FOXE3",0.15048,7282,0.1682,7395
"FOXF1",0.48124,13968,0.501,13902
"FOXF2",0.94227,19164,0.031305,2357
"FOXG1",0.98469,19910,0.0076236,975
"FOXH1",0.33253,11543,0.74212,16970
"FOXI1",0.53665,14708,0.1125,5630
"FOXI2",0.56416,15104,0.038138,2693
"FOXJ1",0.10992,5883,0.98099,19903
"FOXJ2",0.63708,16114,0.8135,17872
"FOXJ3",0.47078,13829,0.09246,4902
"FOXK1",0.0095208,1013,0.95285,19297
"FOXK2",0.18495,8352,0.83769,18176
"FOXL1",0.94137,19156,0.028544,2199
"FOXL2",0.14193,6993,0.04461,3017
"FOXM1",0.44886,13538,0.06149,3771
"FOXN1",0.47265,13850,0.85073,18345
"FOXN2",0.8379,18220,0.38895,12311
"FOXN3",0.17128,7921,0.51429,14112
"FOXN4",0.93039,19050,0.0073252,949
"FOXO1",0.99991,20422,6.9026e-10,26
"FOXO3",0.91647,18933,0.19308,7995
"FOXO4",0.11872,6176,0.83614,18159
"FOXO6",0.026901,2164,0.72193,16756
"FOXP1",0.78761,17662,0.070386,4105
"FOXP2",0.73139,17140,0.29037,10284
"FOXP3",0.11078,5915,0.98652,20058
"FOXP4",0.99994,20429,0.023628,1957
"FOXQ1",0.05788,3848,0.49222,13750
"FOXR1",0.81349,17934,0.053049,3411
"FOXR2",0.88089,18722,0.41947,12701
"FOXRED1",0.33979,11666,0.0024876,559
"FOXRED2",0.97545,19682,0.22824,8808
"FOXS1",0.14843,7215,0.68521,16429
"FP15737",0.97557,19688,0.53526,14419
"FPGS",0.13827,6870,0.41206,12616
"FPGT",0.083878,4963,0.16284,7241
"FPGT-TNNI3K",0.033404,2529,0.9925,20214
"FPR1",0.28193,10537,0.13807,6490
"FPR2",0.53249,14649,0.21747,8577
"FPR3",0.046931,3270,0.15371,6967
"FRA10AC1",0.26568,10204,0.19154,7960
"FRAS1",0.071468,4452,0.39204,12344
"FRAT1",0.18741,8429,0.45464,13206
"FRAT2",0.030917,2378,0.54879,14609
"FREM1",0.61917,15854,0.31566,10814
"FREM2",0.37092,12288,0.030672,2321
"FREM3",0.3048,11003,0.45585,13231
"FRG1",0.1048,5697,0.21057,8424
"FRG1B",0.59373,15520,0.0088973,1080
"FRG2",0.60454,15662,0.55605,14722
"FRG2B",0.022757,1931,0.27534,9920
"FRG2C",0.024174,2007,0.050199,3281
"FRK",0.53168,14640,0.21183,8447
"FRMD1",0.056297,3776,0.93692,19096
"FRMD3",0.93941,19137,0.35196,11631
"FRMD4A",0.42801,13249,0.82608,18024
"FRMD4B",0.54387,14809,0.017019,1589
"FRMD5",0.035828,2661,0.56642,14874
"FRMD6",0.35828,12046,0.65802,16180
"FRMD7",0.57092,15196,0.9391,19113
"FRMD8",0.8191,18011,0.5198,14184
"FRMPD1",0.59022,15481,0.11175,5602
"FRMPD2",0.18667,8402,0.01531,1498
"FRMPD3",0.19974,8748,0.37951,12165
"FRMPD4",0.35231,11923,0.69454,16504
"FRRS1",0.51227,14384,0.53845,14465
"FRRS1L",0.4602,13693,0.47988,13566
"FRS2",0.9808,19810,0.035774,2570
"FRS3",0.039802,2892,0.36536,11891
"FRY",0.11056,5906,0.6232,15764
"FRYL",0.4853,14031,3.9139e-13,15
"FRZB",0.64442,16215,0.77124,17343
"FSBP",0.090448,5198,0.72377,16776
"FSCB",0.1516,7314,0.28443,10148
"FSCN1",0.14007,6937,0.51136,14061
"FSCN2",0.82108,18027,0.084926,4619
"FSCN3",0.97093,19584,0.047256,3139
"FSD1",0.62047,15870,0.036097,2588
"FSD1L",0.60317,15637,0.03818,2700
"FSD2",0.4352,13343,0.8144,17882
"FSHB",0.0035077,486,0.41028,12594
"FSHR",0.088826,5146,0.045872,3072
"FSIP1",0.19449,8613,0.49965,13880
"FSIP2",0.52962,14616,0.8336,18128
"FST",0.36517,12181,0.55272,14668
"FSTL1",0.40486,12925,0.52671,14298
"FSTL3",0.017848,1644,0.58936,15256
"FSTL4",0.62135,15882,0.13899,6524
"FSTL5",0.78687,17654,0.34368,11446
"FTCD",0.24374,9717,0.064027,3864
"FTCDNL1",0.1502,7276,0.547,14588
"FTH1",0.32327,11366,0.58665,15216
"FTHL17",0.52299,14523,0.33604,11254
"FTL",0.15885,7537,0.73511,16891
"FTMT",0.89055,18793,0.12223,5948
"FTO",9.754e-06,59,0.88719,18668
"FTSJ1",0.47893,13937,0.1543,6986
"FTSJ2",0.98962,20035,0.00010583,206
"FTSJ3",0.62702,15972,0.34647,11507
"FUBP1",0.066837,4287,0.15483,7001
"FUBP3",0.97709,19725,0.03478,2519
"FUCA1",0.28185,10533,0.045285,3050
"FUCA2",0.59154,15498,0.88979,18688
"FUK",0.011857,1196,0.47273,13478
"FUNDC1",0.55479,14949,0.86543,18536
"FUNDC2",0.013108,1290,0.28592,10184
"FUOM",0.23575,9534,0.19611,8064
"FURIN",0.40053,12851,0.012513,1325
"FUS",0.33073,11503,0.5407,14489
"FUT1",0.16525,7733,0.0094934,1125
"FUT10",0.45742,13662,0.21681,8563
"FUT11",0.54816,14873,0.13291,6306
"FUT2",0.49486,14161,0.18949,7917
"FUT3",0.53064,14629,0.10501,5356
"FUT4",0.86056,18474,0.048807,3201
"FUT5",0.013581,1325,0.99668,20324
"FUT6",0.44174,13442,0.4416,13009
"FUT7",0.10518,5712,0.092067,4889
"FUT8",0.99165,20096,0.0005617,300
"FUT9",0.64401,16212,0.60402,15484
"FUZ",0.13011,6585,0.43901,12967
"FXN",0.0797,4785,0.047224,3135
"FXR1",0.092805,5288,0.86102,18477
"FXR2",0.034624,2597,0.527,14300
"FXYD1",0.11261,5971,0.43172,12881
"FXYD2",0.54828,14875,0.090194,4821
"FXYD3",0.54985,14898,0.72798,16817
"FXYD4",0.37765,12412,0.99161,20183
"FXYD5",0.27464,10384,0.087255,4706
"FXYD6",0.29307,10775,0.46495,13374
"FXYD6-FXYD2",0.96548,19496,0.16684,7350
"FXYD7",0.31668,11231,0.10667,5415
"FYB",0.19059,8520,0.43949,12975
"FYCO1",0.0022503,378,0.096708,5045
"FYN",0.076227,4660,0.99933,20408
"FYTTD1",0.16264,7646,0.25862,9529
"FZD1",0.093552,5321,0.19578,8057
"FZD10",0.6722,16605,0.089824,4806
"FZD2",0.36901,12257,0.8177,17922
"FZD3",0.63569,16092,0.7533,17106
"FZD4",0.79148,17704,0.22709,8779
"FZD5",0.061805,4061,0.29545,10399
"FZD6",0.053347,3615,0.58278,15142
"FZD7",0.81489,17950,0.29463,10377
"FZD8",0.27666,10430,0.7891,17574
"FZD9",0.0044649,566,0.51575,14128
"FZR1",0.92829,19029,0.32892,11086
"G0S2",0.17934,8159,0.10068,5184
"G2E3",0.18803,8445,0.16965,7439
"G3BP1",0.84384,18283,0.030501,2311
"G3BP2",0.84347,18273,3.8846e-05,163
"G6PC",0.02999,2323,0.089421,4788
"G6PC2",0.10525,5714,0.74662,17022
"G6PC3",0.048952,3378,0.16312,7245
"G6PD",0.86688,18548,0.044349,3001
"GAA",0.016567,1566,0.51808,14159
"GAB1",0.061521,4046,0.49415,13791
"GAB2",0.18435,8329,0.019424,1713
"GAB3",0.365,12179,0.19139,7959
"GAB4",0.0060865,713,0.40038,12467
"GABARAP",0.107,5777,0.25272,9393
"GABARAPL1",0.19691,8684,0.079246,4443
"GABARAPL2",0.11689,6101,0.92882,19024
"GABARAPL3",0.39057,12676,0.33866,11325
"GABBR1",0.45108,13567,0.74929,17058
"GABBR2",0.95051,19266,0.59791,15390
"GABPA",0.12063,6246,0.27888,10008
"GABPB1",0.079916,4793,0.44566,13061
"GABPB2",0.58887,15462,0.7934,17624
"GABRA1",0.479,13939,0.77418,17374
"GABRA2",0.2527,9917,0.049804,3262
"GABRA3",0.10896,5847,0.96156,19453
"GABRA4",0.81055,17900,0.31353,10770
"GABRA5",0.0058933,699,0.85455,18398
"GABRA6",0.26482,10183,0.92148,18952
"GABRB1",0.94509,19202,0.82605,18023
"GABRB2",0.0026956,412,0.0547,3495
"GABRB3",0.019336,1740,0.67746,16356
"GABRD",0.142,6996,0.11578,5727
"GABRE",0.073358,4532,0.29166,10314
"GABRG1",0.1494,7254,0.017167,1595
"GABRG2",0.082986,4930,0.097595,5083
"GABRG3",0.44358,13466,0.1094,5513
"GABRP",0.34112,11695,0.52822,14318
"GABRQ",0.028355,2233,0.044645,3018
"GABRR1",0.52236,14514,0.19496,8035
"GABRR2",0.2914,10735,0.67662,16343
"GABRR3",0.32719,11440,0.90418,18795
"GAD1",0.45126,13570,0.48321,13607
"GAD2",0.27765,10455,0.098532,5110
"GADD45A",0.12661,6460,0.29142,10309
"GADD45B",0.20819,8933,0.678,16360
"GADD45G",0.6184,15841,0.2719,9837
"GADD45GIP1",0.05364,3632,0.014849,1475
"GADL1",0.30776,11063,0.58107,15111
"GAGE1",0.41122,13032,0.72203,16757
"GAGE10",0.0024384,394,0.99372,20248
"GAGE12C",0.85664,18431,0.054105,3457
"GAGE12F",0.73489,17170,0.65999,16195
"GAGE12H",0.32479,11394,0.8073,17786
"GAGE12J",0.0036923,501,0.99631,20315
"GAGE13",0.40851,12987,0.10712,5432
"GAGE2A",0.10138,5584,0.93101,19047
"GAGE2D",0.069289,4384,0.93071,19042
"GAK",0.99743,20288,0.023207,1929
"GAL",0.81193,17920,0.29406,10359
"GAL3ST1",0.58083,15331,0.18756,7872
"GAL3ST2",0.17413,8000,0.83405,18134
"GAL3ST3",0.38239,12516,0.15063,6864
"GAL3ST4",0.94495,19200,0.39283,12356
"GALC",0.65822,16395,0.3277,11060
"GALE",0.0068316,776,0.99731,20349
"GALK1",0.28217,10546,0.19579,8058
"GALK2",0.6645,16490,0.14785,6787
"GALM",0.37368,12340,0.03088,2334
"GALNS",0.46374,13745,0.66482,16237
"GALNT1",0.19995,8751,0.21272,8464
"GALNT10",0.23906,9612,0.63825,15981
"GALNT11",0.62334,15912,0.3197,10898
"GALNT12",0.22206,9229,0.6027,15459
"GALNT13",0.17799,8115,0.99186,20188
"GALNT14",0.97439,19657,0.046483,3110
"GALNT15",0.6879,16757,0.12833,6156
"GALNT16",0.45162,13575,0.1828,7751
"GALNT18",0.44961,13550,0.055561,3540
"GALNT2",0.062085,4074,0.7591,17183
"GALNT3",0.2082,8934,0.29914,10478
"GALNT4",0.86483,18526,0.99668,20323
"GALNT5",0.010613,1103,0.086212,4658
"GALNT6",0.25074,9870,0.22102,8646
"GALNT7",0.10915,5855,0.4925,13758
"GALNT8",0.082875,4922,0.47281,13480
"GALNT9",0.059272,3926,0.42532,12778
"GALNTL5",0.46748,13790,0.59362,15315
"GALNTL6",0.035802,2659,0.61909,15695
"GALP",0.8301,18123,0.017605,1615
"GALR1",0.029585,2299,0.1387,6511
"GALR2",0.34217,11711,0.63055,15866
"GALR3",0.22326,9260,0.08814,4738
"GALT",0.80237,17824,0.33434,11211
"GAMT",0.80203,17819,0.029707,2273
"GAN",0.12106,6261,0.1129,5638
"GANAB",0.1042,5674,0.32509,11003
"GANC",0.017689,1636,0.58263,15141
"GAP43",0.37567,12377,0.012834,1354
"GAPDH",0.12629,6444,0.51458,14116
"GAPDHS",0.13034,6596,0.92476,18981
"GAPT",0.74644,17275,0.63731,15968
"GAPVD1",0.0073573,827,0.40525,12530
"GAR1",0.027788,2214,0.72915,16827
"GAREM",0.21824,9153,0.94339,19165
"GAREML",0.65607,16363,0.50455,13954
"GARNL3",0.86864,18578,0.05412,3459
"GARS",0.47007,13823,0.71884,16729
"GART",0.0087858,945,0.050403,3294
"GAS1",0.94887,19241,0.42424,12762
"GAS2",0.20691,8904,0.36806,11945
"GAS2L1",0.057021,3815,0.56718,14887
"GAS2L2",0.70545,16899,0.044376,3003
"GAS2L3",0.025143,2069,0.35826,11761
"GAS6",0.55769,15002,0.25173,9369
"GAS7",0.47942,13946,0.025867,2078
"GAS8",0.61065,15743,0.5359,14428
"GAST",0.7945,17736,0.37177,12016
"GATA1",0.28248,10554,0.36852,11954
"GATA2",0.0093335,986,0.63828,15982
"GATA3",0.99845,20331,0.0098564,1141
"GATA4",0.54259,14793,0.65684,16170
"GATA5",0.34135,11698,0.060855,3751
"GATA6",0.21995,9189,0.060904,3756
"GATAD1",0.7404,17220,0.21089,8429
"GATAD2A",0.42843,13254,0.01774,1622
"GATAD2B",0.099559,5519,0.34901,11559
"GATC",0.10822,5824,0.629,15835
"GATM",0.27005,10301,0.83315,18121
"GATS",0.36862,12250,0.006857,915
"GATSL1",0.867,18551,0.98205,19935
"GATSL2",0.14627,7135,0.90796,18824
"GATSL3",0.14608,7127,0.13217,6286
"GBA",0.80915,17888,0.26383,9655
"GBA2",0.66673,16525,0.11821,5821
"GBA3",0.74813,17294,0.94976,19255
"GBAS",0.083791,4961,0.52549,14278
"GBE1",0.13947,6913,0.61813,15677
"GBF1",0.27366,10362,0.95702,19360
"GBGT1",0.68141,16699,0.16634,7334
"GBP1",0.26658,10221,0.059416,3690
"GBP2",0.74044,17221,0.1088,5486
"GBP3",0.76061,17408,0.16408,7272
"GBP4",0.016988,1592,0.46588,13392
"GBP5",0.65314,16322,0.0067119,898
"GBP6",0.018169,1666,0.12651,6099
"GBP7",0.13133,6639,0.020248,1761
"GBX1",0.22292,9252,0.20461,8285
"GBX2",0.51412,14400,0.0022201,538
"GC",0.3059,11028,0.15096,6881
"GCA",0.30686,11047,0.63864,15986
"GCAT",0.97919,19771,0.032009,2394
"GCC1",0.10064,5556,0.25799,9520
"GCC2",0.8774,18683,0.02866,2205
"GCDH",0.24521,9743,0.56917,14921
"GCFC2",0.90354,18855,0.030222,2299
"GCG",0.24697,9784,0.079878,4464
"GCGR",0.031308,2404,0.41043,12597
"GCH1",0.40947,13006,0.041565,2852
"GCHFR",0.07576,4641,0.4138,12634
"GCK",0.026508,2143,0.012684,1337
"GCKR",0.08289,4924,0.041802,2867
"GCLC",0.79542,17746,0.12759,6134
"GCLM",0.34671,11803,0.48436,13629
"GCM1",0.19372,8590,0.016191,1541
"GCM2",0.62571,15949,0.27845,9995
"GCN1L1",0.093159,5304,0.047245,3138
"GCNT1",2.084e-05,65,0.98301,19962
"GCNT2",0.014328,1382,0.17313,7511
"GCNT3",0.48346,14004,0.096147,5024
"GCNT4",0.69521,16817,0.027299,2137
"GCNT6",0.16858,7834,0.20205,8214
"GCNT7",0.65902,16412,0.7098,16647
"GCOM1",0.99043,20057,0.009568,1128
"GCSAM",0.017342,1617,0.90734,18819
"GCSAML",0.65651,16370,0.25259,9390
"GCSH",0.99813,20320,0.001321,422
"GDA",0.16297,7660,0.19614,8065
"GDAP1",0.44292,13456,0.47136,13469
"GDAP1L1",0.71776,17010,0.20704,8351
"GDAP2",0.78729,17658,0.63272,15889
"GDE1",0.42775,13245,0.032561,2419
"GDF1",0.6605,16428,0.85371,18387
"GDF10",0.063664,4139,0.72742,16812
"GDF11",0.33049,11497,0.024361,1997
"GDF15",0.44135,13438,0.02998,2284
"GDF2",0.020354,1786,0.49203,13748
"GDF3",0.32714,11438,0.26037,9566
"GDF5",0.013882,1347,0.94943,19248
"GDF5OS",0.16054,7591,0.73449,16879
"GDF6",0.23981,9629,0.50347,13938
"GDF7",0.34227,11712,0.32231,10951
"GDF9",0.081641,4864,0.091542,4862
"GDI1",0.46888,13808,0.1996,8157
"GDI2",0.081917,4878,0.63531,15934
"GDNF",0.17717,8090,0.5834,15157
"GDPD1",0.11106,5923,0.10841,5475
"GDPD2",0.12939,6555,0.29093,10299
"GDPD3",0.81832,17997,0.10057,5182
"GDPD4",0.15859,7526,0.10369,5301
"GDPD5",0.62008,15864,0.097952,5098
"GDPGP1",0.011711,1187,0.42865,12831
"GEM",0.04588,3224,0.038406,2707
"GEMIN2",0.96508,19491,0.061153,3759
"GEMIN4",0.61027,15739,0.75216,17096
"GEMIN5",0.52628,14580,0.41576,12654
"GEMIN6",0.36874,12251,0.62558,15789
"GEMIN7",0.56537,15128,0.28675,10202
"GEMIN8",0.26606,10208,0.84135,18220
"GEN1",0.053846,3646,0.31498,10795
"GET4",0.95631,19342,0.00099519,379
"GFAP",0.41314,13054,0.33676,11276
"GFER",0.01706,1600,0.62468,15780
"GFI1",0.78618,17647,0.00070715,338
"GFI1B",0.65,16286,0.014482,1447
"GFM1",0.56962,15181,0.035064,2530
"GFM2",0.57894,15305,0.30529,10604
"GFOD1",0.32422,11384,0.027688,2167
"GFOD2",0.30049,10921,0.010776,1200
"GFPT1",0.4028,12890,0.047269,3141
"GFPT2",0.19694,8686,0.16119,7190
"GFRA1",0.39241,12704,0.044326,2999
"GFRA2",0.05815,3867,0.95684,19357
"GFRA3",0.074738,4595,0.5978,15387
"GFRA4",0.37606,12383,0.035083,2532
"GFRAL",0.31813,11262,0.011526,1261
"GFY",0.71141,16948,0.047798,3157
"GGA1",0.9705,19577,0.3202,10912
"GGA2",0.39117,12683,0.90864,18830
"GGA3",0.18328,8297,0.37375,12047
"GGACT",0.39856,12797,0.49645,13829
"GGCT",0.02929,2286,0.81761,17920
"GGCX",0.88228,18735,0.041217,2833
"GGH",0.070502,4425,0.1387,6510
"GGN",0.15515,7421,0.97597,19754
"GGNBP1",0.67252,16607,0.020902,1801
"GGNBP2",0.0010663,254,0.29029,10282
"GGPS1",0.26514,10194,0.041895,2872
"GGT1",0.16972,7872,0.22139,8654
"GGT2",0.52574,14568,0.30799,10661
"GGT5",0.13499,6763,0.48236,13600
"GGT6",0.6189,15847,0.98309,19968
"GGT7",0.96602,19503,0.15941,7140
"GGTLC1",0.55131,14909,0.73413,16874
"GGTLC2",0.38379,12546,0.61863,15689
"GGTLC3",0.24741,9792,0.6635,16223
"GH1",0.27693,10442,0.033023,2440
"GH2",0.019516,1748,0.14919,6826
"GHDC",0.19359,8586,0.13402,6346
"GHITM",0.09983,5526,0.82146,17972
"GHR",0.076175,4658,0.021138,1815
"GHRH",0.38469,12563,0.089089,4777
"GHRHR",0.022545,1918,0.2109,8430
"GHRL",0.33728,11626,0.56542,14858
"GHSR",0.57368,15241,0.33622,11259
"GID4",0.38206,12504,0.3014,10535
"GID8",0.86438,18520,0.01193,1281
"GIF",0.15209,7330,0.20102,8191
"GIGYF1",0.95419,19312,0.32942,11099
"GIGYF2",0.96187,19432,0.0052617,803
"GIMAP1",0.092817,5289,0.47546,13515
"GIMAP2",0.028678,2249,0.17067,7458
"GIMAP4",0.58209,15349,0.05217,3379
"GIMAP5",0.95285,19298,0.048952,3212
"GIMAP6",0.11134,5933,0.086711,4680
"GIMAP7",0.06307,4117,0.0041545,717
"GIMAP8",0.98737,19977,6.9292e-05,188
"GIN1",0.052039,3553,0.11913,5861
"GINM1",0.21911,9176,0.78256,17486
"GINS1",0.1004,5546,0.63594,15941
"GINS2",0.31774,11253,0.10069,5185
"GINS3",0.56824,15164,0.29728,10437
"GINS4",0.13877,6887,0.86925,18565
"GIP",0.66404,16482,0.34302,11427
"GIPC1",0.087769,5098,0.49298,13767
"GIPC2",0.9904,20054,0.24378,9195
"GIPC3",0.34398,11748,0.078716,4422
"GIPR",0.00075521,211,0.99014,20145
"GIT1",0.71949,17026,0.4039,12517
"GIT2",0.14851,7221,0.60121,15441
"GJA1",0.14889,7241,0.59264,15306
"GJA10",0.12556,6422,0.54796,14598
"GJA3",0.07278,4503,0.37432,12061
"GJA4",0.17618,8061,0.46031,13302
"GJA5",0.13357,6712,0.8976,18741
"GJA8",0.90746,18874,0.0011116,396
"GJA9",0.092359,5274,0.3595,11782
"GJB1",0.065671,4247,0.060273,3732
"GJB2",0.52029,14480,0.041265,2836
"GJB3",0.92606,19014,0.32507,11002
"GJB4",0.087697,5095,0.16906,7423
"GJB5",0.50597,14305,0.98484,20008
"GJB6",0.11542,6059,0.36688,11924
"GJB7",0.051546,3522,0.037272,2639
"GJC1",0.01318,1296,0.97307,19688
"GJC2",0.15881,7535,0.23407,8940
"GJC3",0.29682,10851,0.28351,10121
"GJD2",0.034271,2572,0.23004,8855
"GJD3",0.76658,17465,0.77022,17329
"GJD4",0.75948,17397,0.37612,12103
"GJE1",0.5088,14338,0.13106,6243
"GK",0.028822,2260,0.54708,14589
"GK2",0.0028815,434,0.96862,19593
"GK5",0.62471,15931,0.40594,12537
"GKAP1",0.3682,12240,0.056589,3575
"GKN1",0.67606,16649,0.10419,5318
"GKN2",0.047575,3302,0.51167,14067
"GLA",0.0090256,968,0.49104,13733
