"HumanGene","2021_Nature_Kamber_Ramos_macrophage_posscore","2021_Nature_Kamber_Ramos_macrophage_posrank","2021_Nature_Kamber_Ramos_macrophage_negscore","2021_Nature_Kamber_Ramos_macrophage_negrank"
"EVI5L",0.81582,17967,0.11707,5777
"EVL",0.41825,13118,0.10941,5515
"EVPL",0.054145,3663,0.52131,14210
"EVPLL",0.18312,8285,0.55001,14627
"EVX1",0.21902,9173,0.73376,16870
"EVX2",0.10202,5607,0.24396,9199
"EWSR1",0.12429,6384,0.99714,20341
"EXD1",0.043773,3106,0.96851,19590
"EXD2",0.056852,3805,0.24016,9106
"EXD3",0.93317,19078,0.25554,9458
"EXO1",0.41107,13027,0.70364,16581
"EXO5",0.026411,2135,0.045745,3065
"EXOC1",0.72288,17059,0.062319,3800
"EXOC2",0.72259,17055,0.083163,4572
"EXOC3",0.31474,11198,0.49246,13757
"EXOC3L1",0.66394,16480,0.76238,17230
"EXOC3L2",0.53439,14673,0.054168,3462
"EXOC3L4",0.1526,7344,0.55338,14676
"EXOC4",0.52559,14566,0.22603,8752
"EXOC5",0.41941,13131,0.41374,12631
"EXOC6",0.47032,13825,0.42046,12713
"EXOC6B",0.15313,7356,0.90233,18778
"EXOC7",0.015531,1488,0.34106,11384
"EXOC8",0.96711,19521,0.15546,7025
"EXOG",0.12341,6345,0.7462,17019
"EXOSC1",0.029619,2302,0.82817,18052
"EXOSC10",0.11583,6069,0.084836,4617
"EXOSC2",0.44942,13543,0.51521,14122
"EXOSC3",0.065386,4236,0.1681,7393
"EXOSC4",0.67935,16678,0.57472,15025
"EXOSC5",0.22199,9227,0.2831,10106
"EXOSC6",0.50438,14283,0.1109,5563
"EXOSC7",0.99343,20153,0.88758,18672
"EXOSC8",0.025738,2102,0.47602,13521
"EXOSC9",0.041209,2964,0.90062,18766
"EXPH5",0.77786,17577,0.27334,9878
"EXT1",0.1296,6565,0.0035151,651
"EXT2",0.25697,10007,0.85474,18402
"EXTL1",0.58682,15423,0.33737,11290
"EXTL2",0.23462,9514,0.12479,6038
"EXTL3",0.043345,3080,0.38437,12252
"EYA1",0.30292,10969,0.76895,17311
"EYA2",0.36706,12220,0.15527,7016
"EYA3",0.85187,18377,0.0036625,669
"EYA4",0.72446,17078,0.13313,6314
"EYS",0.57299,15233,0.22951,8843
"EZH1",0.25386,9938,0.99171,20184
"EZH2",0.29762,10865,0.78273,17488
"EZR",2.9157e-06,47,0.99874,20389
"F10",0.52121,14494,0.42887,12836
"F11",0.96977,19564,0.68684,16444
"F11R",0.052106,3556,0.74789,17042
"F12",0.5219,14510,0.33376,11195
"F13A1",0.68327,16719,0.77621,17402
"F13B",0.044178,3122,0.4057,12534
"F2",0.869,18584,0.053767,3439
"F2R",0.14292,7032,0.41126,12606
"F2RL1",0.22083,9202,0.20658,8339
"F2RL2",0.98069,19806,0.29997,10503
"F2RL3",0.87256,18614,0.3334,11191
"F3",0.36182,12114,0.62903,15836
"F5",0.061448,4041,0.0002203,243
"F7",0.63563,16091,0.66206,16211
"F8",0.9716,19605,0.34664,11513
"F8A1",0.9676,19529,0.0038661,689
"F8A3",0.99099,20067,0.0090067,1089
"F9",0.32707,11437,0.76122,17217
"FA2H",0.83727,18215,0.7724,17353
"FAAH",0.39497,12747,0.33252,11163
"FAAH2",0.014429,1391,0.050988,3320
"FABP1",0.068146,4339,0.62097,15722
"FABP12",0.85437,18403,0.014524,1452
"FABP2",0.98616,19952,0.023359,1938
"FABP3",0.0033571,475,0.60499,15499
"FABP4",0.28633,10637,0.48417,13623
"FABP5",0.0050754,620,0.12443,6025
"FABP6",0.28076,10513,0.44103,13000
"FABP7",0.29299,10773,0.26928,9773
"FABP9",0.35905,12057,0.30384,10573
"FADD",0.0027164,415,0.74581,17015
"FADS1",0.77104,17510,0.076702,4344
"FADS2",0.070001,4414,0.95379,19311
"FADS3",0.055296,3726,0.15439,6988
"FADS6",0.6041,15655,0.13102,6240
"FAF1",0.54497,14816,0.0046741,753
"FAF2",0.97103,19588,0.058315,3643
"FAH",0.013514,1321,0.15094,6880
"FAHD1",0.5995,15596,0.044095,2986
"FAHD2A",0.18673,8404,0.33687,11279
"FAHD2B",0.71459,16977,0.57451,15019
"FAIM",0.10983,5877,0.42657,12797
"FAIM2",0.040824,2946,0.76043,17202
"FAIM3",0.57989,15318,0.1513,6893
"FAM101A",0.23061,9411,0.31592,10822
"FAM101B",0.5258,14570,0.30615,10622
"FAM102A",0.0092412,980,0.23521,8967
"FAM102B",0.45456,13620,0.96442,19506
"FAM103A1",0.056659,3797,0.86056,18471
"FAM104A",0.025989,2113,0.035862,2574
"FAM104B",0.0084328,918,0.013048,1371
"FAM105A",0.2823,10549,0.071441,4140
"FAM105B",0.38323,12532,0.12237,5951
"FAM106A",0.97171,19606,0.15879,7119
"FAM107A",0.19577,8654,0.042787,2914
"FAM107B",0.97235,19622,0.13019,6218
"FAM109A",0.25307,9926,0.76243,17231
"FAM109B",0.26655,10220,0.45507,13216
"FAM110A",0.33168,11522,0.12729,6128
"FAM110B",0.34923,11846,0.59111,15279
"FAM110C",0.075241,4617,0.30188,10542
"FAM110D",0.9413,19153,0.12488,6040
"FAM111A",0.019686,1755,0.20658,8338
"FAM111B",0.43788,13390,0.6258,15794
"FAM114A1",0.63589,16099,0.58311,15151
"FAM114A2",0.14869,7231,0.78223,17479
"FAM115A",0.053333,3612,0.64832,16100
"FAM115C",0.013768,1338,0.034846,2521
"FAM117A",0.034245,2571,0.94459,19178
"FAM117B",0.00015202,109,0.94027,19133
"FAM118A",0.44609,13498,0.54371,14534
"FAM118B",0.29675,10848,0.041803,2868
"FAM120A",0.84899,18334,0.0015923,464
"FAM120AOS",0.61606,15808,0.34093,11379
"FAM120B",0.0093393,987,0.05805,3628
"FAM120C",0.61848,15842,0.096383,5032
"FAM122A",0.055434,3733,0.5434,14529
"FAM122B",0.11282,5980,0.25343,9412
"FAM122C",0.47703,13909,0.3837,12238
"FAM124A",0.23593,9536,0.39593,12399
"FAM124B",0.60588,15679,0.054052,3453
"FAM126A",0.96756,19528,0.0059425,850
"FAM126B",0.047727,3308,0.83981,18201
"FAM127A",0.99934,20373,0.038574,2715
"FAM127B",0.30783,11067,0.14065,6579
"FAM127C",0.15386,7385,0.094748,4986
"FAM129A",0.012683,1252,0.31349,10767
"FAM129B",0.18097,8216,0.34755,11534
"FAM129C",0.42786,13247,0.20364,8253
"FAM131A",0.050182,3446,0.58966,15262
"FAM131B",0.089491,5169,0.63372,15902
"FAM131C",0.015495,1486,0.7796,17447
"FAM132A",0.85215,18380,0.13325,6316
"FAM132B",0.55859,15018,0.55349,14678
"FAM133A",0.93295,19075,0.37096,12000
"FAM133B",0.12568,6430,0.25581,9468
"FAM134A",0.16771,7809,0.094256,4966
"FAM134B",0.34494,11762,0.15746,7084
"FAM134C",0.060042,3968,0.24246,9168
"FAM135A",0.079441,4774,0.47611,13522
"FAM135B",0.34375,11743,0.60283,15462
"FAM136A",0.45346,13604,0.50203,13920
"FAM13A",0.50271,14263,0.18977,7926
"FAM13B",0.94067,19145,0.11058,5550
"FAM13C",0.95784,19364,0.57243,14980
"FAM149A",0.096132,5414,0.20719,8353
"FAM149B1",0.25591,9984,0.017681,1617
"FAM150A",0.78795,17667,0.32289,10965
"FAM150B",0.62198,15888,0.537,14443
"FAM151A",0.045207,3183,0.57227,14974
"FAM151B",0.91867,18947,0.023601,1952
"FAM153A",0.04083,2948,0.56499,14854
"FAM153B",0.052792,3586,0.15945,7142
"FAM153C",0.032469,2481,0.13632,6431
"FAM154A",0.01417,1367,0.52462,14265
"FAM154B",0.08647,5054,0.1149,5692
"FAM155A",0.45507,13629,0.0054288,819
"FAM155B",0.12696,6471,0.54072,14490
"FAM156A",0.037315,2742,0.56019,14781
"FAM156B",0.023005,1949,0.87295,18589
"FAM159A",0.63097,16028,0.35857,11767
"FAM159B",0.75661,17371,0.53492,14413
"FAM160A1",0.21389,9046,0.032327,2409
"FAM160A2",0.32298,11360,0.44685,13079
"FAM160B1",0.89699,18819,0.21359,8490
"FAM160B2",0.92014,18965,0.14104,6592
"FAM161A",0.96626,19507,0.043239,2935
"FAM161B",0.30534,11015,0.76285,17239
"FAM162A",0.14409,7064,4.7652e-05,171
"FAM162B",0.09197,5257,0.46575,13389
"FAM163A",0.016268,1549,0.32907,11089
"FAM163B",0.01712,1604,0.28897,10251
"FAM166A",0.25008,9856,0.26326,9638
"FAM166B",0.25803,10032,0.31345,10765
"FAM167A",0.080042,4801,0.068735,4035
"FAM167B",0.39123,12685,0.81209,17854
"FAM168A",0.024833,2052,0.22688,8769
"FAM168B",0.34029,11676,0.43612,12931
"FAM169A",0.53712,14714,0.075777,4302
"FAM169B",0.97584,19693,0.00082306,359
"FAM170A",0.045651,3211,0.039092,2737
"FAM170B",0.11047,5901,0.18319,7765
"FAM171A1",0.039523,2877,0.87774,18617
"FAM171A2",0.82873,18101,0.0021933,537
"FAM171B",0.51041,14361,0.083629,4583
"FAM172A",0.093593,5322,0.98365,19983
"FAM173A",0.98323,19875,0.016209,1543
"FAM173B",0.18729,8424,0.13827,6498
"FAM174A",0.9871,19971,0.00024527,248
"FAM174B",0.01742,1622,0.60888,15547
"FAM175A",0.51526,14414,0.29827,10459
"FAM175B",0.69151,16780,0.050017,3271
"FAM177A1",0.25422,9943,0.73482,16884
"FAM177B",0.40907,13001,0.019745,1733
"FAM178A",0.252,9899,0.3414,11394
"FAM178B",0.10603,5749,0.29503,10388
"FAM179A",0.010905,1125,0.39231,12346
"FAM179B",0.075676,4640,0.94111,19148
"FAM180A",0.65707,16378,0.16836,7401
"FAM180B",0.80795,17877,0.078542,4415
"FAM181A",0.0614,4038,0.91293,18881
"FAM181B",0.35634,11996,0.28025,10042
"FAM182B",0.48938,14077,0.014998,1484
"FAM183A",0.85809,18450,0.27112,9820
"FAM183B",0.057067,3817,0.51953,14182
"FAM184A",0.0081423,896,0.71891,16730
"FAM184B",0.98186,19836,0.041445,2850
"FAM185A",0.46159,13710,0.37751,12135
"FAM186A",0.0016678,309,0.23814,9046
"FAM186B",0.55319,14928,0.091942,4886
"FAM187A",0.76045,17405,0.35179,11625
"FAM187B",0.57761,15288,0.15012,6852
"FAM188A",0.18031,8189,0.64142,16016
"FAM188B",0.028188,2224,0.84135,18221
"FAM188B2",0.91681,18935,0.031314,2358
"FAM189A1",0.63131,16033,0.36366,11857
"FAM189A2",0.28163,10525,0.071148,4127
"FAM189B",0.04162,2986,0.33336,11190
"FAM192A",0.2126,9010,0.12165,5929
"FAM193A",0.25074,9869,0.49568,13817
"FAM193B",0.1335,6710,0.16417,7276
"FAM194A",0.38675,12603,0.63594,15945
"FAM194B",0.2588,10053,0.68357,16408
"FAM195A",0.93462,19086,0.27289,9864
"FAM195B",0.5054,14297,0.31115,10723
"FAM196A",0.67761,16661,0.028989,2222
"FAM196B",0.83064,18131,0.21972,8618
"FAM197Y1",0.050908,3486,0.60437,15491
"FAM198A",0.4244,13196,0.10549,5369
"FAM198B",0.93723,19117,0.014589,1457
"FAM199X",0.56468,15115,0.0066719,895
"FAM19A1",0.16647,7772,0.38692,12279
"FAM19A2",0.33295,11553,0.078037,4397
"FAM19A3",0.37224,12313,0.21948,8613
"FAM19A4",0.0068886,783,0.8873,18670
"FAM19A5",0.33126,11514,0.32672,11042
"FAM200A",0.20435,8852,0.0099762,1150
"FAM200B",0.26167,10108,0.04903,3221
"FAM203A",0.38966,12652,0.24048,9120
"FAM203B",0.75004,17319,0.40864,12576
"FAM204A",0.010041,1053,0.15345,6953
"FAM205A",0.35588,11983,0.11007,5537
"FAM206A",0.1085,5833,0.15764,7086
"FAM207A",0.67507,16638,0.14896,6819
"FAM208A",0.0095169,1010,0.99446,20270
"FAM208B",0.69873,16841,0.0014598,443
"FAM209A",0.37459,12358,0.24491,9219
"FAM209B",0.14626,7133,0.54936,14617
"FAM20A",0.27656,10427,0.96361,19492
"FAM20B",0.17668,8077,0.11559,5720
"FAM20C",0.15157,7312,0.20557,8312
"FAM210A",0.81453,17945,0.18625,7842
"FAM210B",0.039474,2875,0.33278,11172
"FAM211A",0.21563,9084,0.18053,7690
"FAM211B",0.16284,7650,0.80674,17778
"FAM212A",0.53564,14691,0.075013,4274
"FAM212B",0.10473,5694,0.2486,9304
"FAM213A",0.20637,8892,0.32823,11073
"FAM213B",0.97709,19726,0.10102,5197
"FAM214A",0.18115,8221,0.063954,3862
"FAM214B",0.97956,19780,0.050851,3311
"FAM215A",0.36885,12255,0.67594,16338
"FAM216A",0.44694,13512,0.018486,1662
"FAM216B",0.98307,19872,0.42341,12751
"FAM217A",0.34178,11705,0.017032,1590
"FAM217B",0.19575,8653,0.95733,19365
"FAM218A",0.076208,4659,0.80905,17816
"FAM219A",0.30312,10972,0.029273,2245
"FAM219B",0.11474,6039,0.82092,17963
"FAM21A",0.026147,2121,0.25423,9426
"FAM21B",0.014392,1386,0.26984,9787
"FAM21C",0.12351,6351,0.9185,18922
"FAM21D",0.1731,7970,0.073967,4226
"FAM220A",0.30166,10943,0.84351,18251
"FAM221A",0.20191,8793,0.39755,12426
"FAM221B",0.58339,15373,0.51937,14179
"FAM222A",0.18633,8387,0.30888,10682
"FAM222B",0.014273,1375,0.96662,19555
"FAM227A",0.25514,9965,0.37519,12082
"FAM227B",0.030708,2369,0.29026,10281
"FAM228A",0.11304,5987,0.74788,17041
"FAM228B",0.076721,4676,0.97105,19651
"FAM229A",0.22433,9285,0.39886,12445
"FAM229B",0.24868,9819,0.69764,16532
"FAM230A",0.10279,5634,0.52476,14266
"FAM231A",0.64032,16166,0.41582,12655
"FAM231B",0.37956,12451,0.49899,13868
"FAM231C",0.14685,7156,0.85315,18378
"FAM231D",0.20392,8843,0.23976,9096
"FAM24A",0.06311,4119,0.58017,15095
"FAM24B",0.67342,16617,0.52158,14219
"FAM25A",0.32742,11444,0.60689,15518
"FAM25C",0.6737,16619,0.36018,11795
"FAM25E",0.14662,7152,0.95298,19299
"FAM25G",0.070157,4419,0.52941,14338
"FAM26D",0.72339,17066,0.2162,8552
"FAM26E",0.82063,18022,0.24728,9272
"FAM26F",0.66589,16509,0.78749,17552
"FAM27A",0.7701,17503,0.2299,8853
"FAM27B",0.040519,2925,0.32681,11044
"FAM27C",0.21817,9151,0.33006,11110
"FAM27D1",0.11825,6151,0.25162,9365
"FAM27E1",0.1281,6512,0.52053,14199
"FAM27E2",0.68098,16694,0.75304,17104
"FAM27E3",0.24842,9814,0.75158,17090
"FAM32A",0.37669,12396,0.10217,5235
"FAM35A",0.33541,11590,0.96843,19587
"FAM3A",0.093072,5300,0.30603,10620
"FAM3B",0.47414,13868,0.16776,7381
"FAM3C",0.073616,4543,0.02855,2200
"FAM3D",0.27371,10363,0.71666,16705
"FAM43A",0.1592,7551,0.61286,15609
"FAM43B",0.75729,17378,0.32039,10919
"FAM45A",0.24443,9729,0.96758,19570
"FAM46A",0.033974,2557,0.76368,17250
"FAM46B",0.0099323,1043,0.97409,19710
"FAM46C",0.295,10812,0.64359,16047
"FAM46D",0.0066989,764,0.18152,7721
"FAM47A",0.030471,2353,0.443,13031
"FAM47B",0.98916,20020,0.13784,6478
"FAM47C",0.089262,5159,0.045216,3048
"FAM47E",0.66223,16455,0.10457,5338
"FAM47E-STBD1",0.18022,8184,0.95083,19268
"FAM49A",0.38591,12581,0.32516,11006
"FAM49B",0.01326,1301,0.98796,20097
"FAM50A",0.87631,18668,0.10108,5200
"FAM50B",0.94733,19224,0.013449,1391
"FAM53A",0.077713,4718,0.0016815,475
"FAM53B",0.79583,17751,0.086749,4682
"FAM53C",0.54805,14871,0.31535,10805
"FAM57A",0.099904,5530,0.12006,5887
"FAM57B",0.10182,5597,0.85401,18394
"FAM58A",0.57793,15291,0.010407,1184
"FAM60A",0.002294,380,0.4142,12636
"FAM63A",0.21698,9114,0.62042,15712
"FAM63B",0.25558,9974,0.45063,13144
"FAM64A",0.14559,7112,0.43816,12957
"FAM65A",0.17082,7905,0.17613,7592
"FAM65B",0.51199,14376,0.23822,9048
"FAM65C",0.050941,3490,0.34111,11387
"FAM69A",0.090903,5214,0.45945,13295
"FAM69B",0.62142,15883,0.1355,6397
"FAM69C",0.33277,11550,0.87683,18610
"FAM71A",0.19066,8522,0.4411,13001
"FAM71B",0.41681,13097,0.43937,12972
"FAM71C",0.053142,3603,0.74844,17049
"FAM71D",0.015534,1490,0.32732,11051
"FAM71E1",0.29416,10796,0.74365,16986
"FAM71E2",0.25089,9875,0.037585,2660
"FAM71F1",0.031997,2444,0.1296,6201
"FAM71F2",0.49479,14159,0.48722,13666
"FAM72A",0.48619,14043,0.66572,16242
"FAM72B",0.14975,7268,0.067675,3999
"FAM72C",0.50793,14330,0.11647,5753
"FAM72D",0.55257,14920,0.44743,13089
"FAM73A",0.10704,5779,0.20505,8299
"FAM73B",0.32994,11489,0.43874,12963
"FAM76A",0.028006,2217,0.24843,9302
"FAM76B",0.81017,17896,0.025572,2062
"FAM78A",0.56287,15090,0.051766,3364
"FAM78B",0.034372,2581,0.65285,16139
"FAM81A",0.75423,17349,0.094521,4974
"FAM81B",0.030053,2330,0.61294,15610
"FAM83A",0.65262,16315,0.069485,4072
"FAM83B",0.53314,14654,0.41981,12707
"FAM83C",0.8688,18580,0.0064518,883
"FAM83D",0.98349,19882,0.11233,5618
"FAM83E",0.63367,16065,0.9526,19295
"FAM83F",0.013344,1308,0.53837,14463
"FAM83G",0.97127,19595,0.25845,9526
"FAM83H",0.064953,4210,0.021868,1864
"FAM84A",0.51074,14365,0.5323,14382
"FAM84B",0.98483,19916,0.25988,9555
"FAM86A",0.42913,13268,0.26912,9771
"FAM86B1",0.1501,7274,0.62116,15725
"FAM86B2",0.76846,17483,0.21418,8505
"FAM86C1",0.5648,15118,0.30661,10633
"FAM89A",0.25242,9911,0.38231,12215
"FAM89B",0.20658,8898,0.5364,14436
"FAM8A1",0.25272,9919,0.68065,16385
"FAM90A1",0.43649,13363,0.06408,3865
"FAM90A26",0.58195,15347,0.18401,7789
"FAM91A1",0.99905,20364,4.3215e-08,48
"FAM92A1",0.19363,8587,0.70224,16570
"FAM92B",0.072712,4500,0.21446,8512
"FAM96A",0.14873,7233,0.26536,9693
"FAM96B",0.35395,11957,0.52418,14260
"FAM98A",0.10752,5796,0.55233,14661
"FAM98B",0.014998,1447,0.7348,16883
"FAM98C",0.042772,3045,0.34712,11525
"FAM9A",0.25907,10058,0.84467,18268
"FAM9B",0.0206,1801,0.26829,9759
"FAM9C",0.30699,11050,0.44925,13120
"FAN1",0.51364,14398,0.78628,17542
"FANCA",0.97479,19664,0.0035754,659
"FANCB",0.1473,7176,0.040426,2796
"FANCC",0.37561,12373,0.043303,2937
"FANCD2",0.99252,20133,0.09287,4922
"FANCD2OS",0.050156,3443,0.91657,18909
"FANCE",0.48978,14084,0.0090455,1093
"FANCF",0.72577,17087,0.31374,10774
"FANCG",0.5007,14235,0.012699,1339
"FANCI",0.096928,5433,0.22014,8623
"FANCL",0.70713,16914,0.0068799,917
"FANCM",0.87731,18682,0.11638,5746
"FANK1",0.034712,2605,0.1364,6440
"FAP",0.18642,8391,0.11796,5814
"FAR1",0.061558,4048,0.31688,10839
"FAR2",0.24874,9821,0.56558,14860
"FARP1",0.095645,5401,0.99135,20175
"FARP2",0.55127,14907,0.39658,12411
"FARS2",0.45436,13617,0.48662,13661
"FARSA",0.49397,14141,0.46227,13334
"FARSB",0.35269,11933,0.77536,17391
"FAS",0.10784,5804,0.53495,14414
"FASLG",0.018347,1679,0.54243,14515
"FASN",0.0076638,855,0.8818,18637
"FASTK",0.95692,19351,0.13779,6475
"FASTKD1",0.42471,13203,0.98065,19896
"FASTKD2",0.60753,15702,0.017107,1592
"FASTKD3",0.61013,15738,0.23432,8948
"FASTKD5",0.81074,17901,0.092372,4899
"FAT1",0.059822,3956,0.32973,11106
"FAT2",0.54208,14786,0.2989,10474
"FAT3",0.24306,9706,0.47945,13559
"FAT4",0.92933,19039,0.16931,7429
"FATE1",0.45463,13621,0.39758,12428
"FAU",0.65537,16353,0.54344,14532
"FAXC",0.87506,18645,0.40695,12554
"FAXDC2",0.38572,12577,0.011052,1226
"FBF1",0.33995,11671,0.79106,17598
"FBL",0.91335,18910,0.078509,4412
"FBLIM1",0.13603,6794,0.6451,16070
"FBLL1",0.57951,15311,0.12908,6183
"FBLN1",0.18866,8460,0.085065,4625
"FBLN2",0.39269,12711,0.33046,11116
"FBLN5",0.92901,19036,0.013151,1377
"FBLN7",0.0088152,948,0.37644,12113
"FBN1",0.89841,18825,0.20683,8345
"FBN2",0.24203,9681,0.02949,2261
"FBN3",0.13816,6867,0.33937,11342
"FBP1",0.11364,6003,0.095415,5001
"FBP2",0.41789,13115,0.09659,5039
"FBRS",0.040558,2926,0.00046147,286
"FBRSL1",0.60982,15732,0.2414,9143
"FBXL12",0.025588,2097,0.79011,17585
"FBXL13",0.020049,1770,0.70709,16610
"FBXL14",0.0012121,273,0.82277,17983
"FBXL15",0.0076812,857,0.38297,12226
"FBXL16",0.14026,6943,0.26989,9790
"FBXL17",5.3979e-05,86,0.87095,18574
"FBXL18",0.39622,12763,0.10966,5520
"FBXL19",0.84416,18286,0.59423,15323
"FBXL2",0.56112,15065,0.018128,1641
"FBXL20",0.56198,15080,0.627,15808
"FBXL21",0.24768,9795,0.70484,16594
"FBXL22",0.20055,8761,0.27363,9889
"FBXL3",0.11286,5982,0.73993,16946
"FBXL4",0.056478,3786,0.47738,13534
"FBXL5",0.21013,8962,0.003973,699
"FBXL6",0.41669,13095,0.8164,17906
"FBXL7",0.027774,2212,0.47299,13484
"FBXL8",0.074185,4567,0.06343,3838
"FBXO10",0.90087,18842,0.12336,5990
"FBXO11",0.00080979,219,0.9796,19861
"FBXO15",0.68566,16737,0.028862,2213
"FBXO16",0.75715,17375,0.26926,9772
"FBXO17",0.39414,12730,0.16841,7403
"FBXO18",0.0059629,705,0.5862,15207
"FBXO2",0.39949,12826,0.1619,7208
"FBXO21",0.21683,9110,0.39818,12437
"FBXO22",0.13192,6653,0.57083,14948
"FBXO24",0.40515,12931,0.26583,9708
"FBXO25",0.21648,9104,0.20059,8183
"FBXO27",0.18699,8411,0.17295,7504
"FBXO28",0.99571,20229,0.00012141,212
"FBXO3",0.31869,11272,0.14681,6753
"FBXO30",0.028649,2246,0.79495,17637
"FBXO31",0.2018,8790,0.20963,8402
"FBXO32",0.30463,10997,0.069767,4084
"FBXO33",0.047155,3282,0.79582,17646
"FBXO34",0.066136,4266,0.090457,4835
"FBXO36",0.21769,9138,0.74739,17032
"FBXO38",0.21687,9111,0.60013,15420
"FBXO39",0.53866,14733,0.3551,11698
"FBXO4",0.068359,4347,0.13242,6296
"FBXO40",0.53526,14687,0.42212,12735
"FBXO41",0.43755,13383,0.060672,3743
"FBXO42",0.82537,18068,0.025085,2032
"FBXO43",0.37397,12350,0.15519,7013
"FBXO44",0.62547,15944,0.52458,14264
"FBXO45",0.13988,6929,0.97895,19839
"FBXO46",0.11975,6217,0.34687,11519
"FBXO47",0.47827,13927,0.018184,1646
"FBXO48",0.030372,2345,0.99445,20269
"FBXO5",0.30975,11110,0.093989,4956
"FBXO6",0.19572,8651,0.29967,10494
"FBXO7",0.94543,19205,0.0028722,596
"FBXO8",0.87511,18646,0.32271,10960
"FBXO9",0.00013016,103,0.97966,19863
"FBXW10",0.31087,11132,0.060175,3728
"FBXW11",0.86052,18473,0.0014276,437
"FBXW12",0.46768,13794,0.1152,5704
"FBXW2",0.013485,1319,0.33251,11162
"FBXW4",0.059907,3959,0.53617,14433
"FBXW5",0.35017,11865,0.097737,5089
"FBXW7",0.97576,19690,6.3986e-08,53
"FBXW8",0.53633,14706,0.59054,15271
"FBXW9",0.38964,12651,0.4863,13657
"FCAMR",0.17863,8137,0.3315,11141
"FCAR",0.41759,13113,0.92199,18954
"FCER1A",0.035487,2645,0.11141,5586
"FCER1G",0.29998,10910,0.3193,10889
"FCER2",0.97863,19758,0.059954,3717
"FCF1",0.021912,1875,0.71301,16675
"FCGBP",0.57357,15240,0.63203,15880
"FCGR1A",0.99417,20180,0.045341,3053
"FCGR1B",0.20313,8824,0.96346,19488
"FCGR2A",0.37206,12310,0.44305,13033
"FCGR2B",0.26721,10233,0.41292,12625
"FCGR2C",0.15801,7505,0.13198,6275
"FCGR3A",0.32396,11381,0.70951,16641
"FCGR3B",0.05697,3814,0.99723,20345
"FCGRT",0.33773,11634,0.35386,11668
"FCHO1",0.037741,2769,0.65185,16133
"FCHO2",0.090616,5202,0.29166,10315
"FCHSD1",0.59913,15589,0.18167,7724
"FCHSD2",0.032502,2484,0.62758,15817
"FCN1",0.21596,9089,0.46164,13324
"FCN2",0.32163,11331,0.35143,11616
"FCN3",0.60042,15610,0.6524,16136
"FCRL1",0.33016,11494,0.062092,3791
"FCRL2",0.0099142,1041,0.90138,18771
"FCRL3",0.20169,8787,0.59126,15282
"FCRL4",0.054625,3685,0.29932,10483
"FCRL5",0.31596,11216,0.87853,18624
"FCRL6",0.14331,7047,0.72846,16821
"FCRLA",0.15289,7351,0.06374,3851
"FCRLB",0.06353,4132,0.36223,11832
"FDCSP",0.22747,9346,0.60888,15546
"FDFT1",0.73692,17188,0.0098516,1140
"FDPS",0.89433,18810,0.78035,17459
"FDX1",1,20459,1.2539e-11,21
"FDX1L",0.009978,1050,0.80207,17722
"FDXACB1",0.26423,10170,0.10971,5522
"FDXR",0.29188,10748,0.48422,13625
"FECH",0.08944,5167,0.53196,14374
"FEM1A",0.30936,11102,0.62065,15714
"FEM1B",0.065587,4244,0.70195,16567
"FEM1C",0.20115,8774,0.042281,2896
"FEN1",0.85048,18360,0.37395,12053
"FER",0.28489,10605,0.023593,1951
"FER1L6",0.17959,8168,0.8396,18198
"FERD3L",0.39837,12792,0.35654,11717
"FERMT1",0.18819,8451,0.36865,11958
"FERMT2",0.174,7995,0.049242,3232
"FERMT3",0.17501,8028,0.28921,10256
"FES",0.21296,9023,0.33387,11200
"FETUB",0.20454,8858,0.28991,10272
"FEV",0.98961,20033,0.32482,10998
"FEZ1",0.061085,4020,0.2226,8684
"FEZ2",0.40861,12990,0.15612,7046
"FEZF1",0.37517,12366,0.35103,11610
"FEZF2",0.064593,4184,0.099515,5139
"FFAR1",0.047928,3313,0.075573,4291
"FFAR2",0.31759,11250,0.99963,20430
"FFAR3",0.011779,1191,0.94286,19159
"FFAR4",0.063425,4128,0.40794,12566
"FGA",0.18137,8235,0.19841,8125
"FGB",0.12214,6303,0.61225,15599
"FGD1",0.69336,16802,0.084947,4620
"FGD2",0.59425,15525,0.10236,5241
"FGD3",0.19048,8516,0.28299,10103
"FGD4",0.62732,15977,0.34397,11453
"FGD5",0.67547,16642,0.046171,3089
"FGD6",0.43444,13333,0.17086,7461
"FGF1",0.08587,5027,0.53389,14401
"FGF10",0.54019,14757,0.017361,1604
"FGF11",0.33974,11665,0.24016,9107
"FGF12",0.46962,13815,0.14253,6624
"FGF13",0.074449,4583,0.87836,18623
"FGF14",0.10665,5762,0.097635,5085
"FGF16",0.15135,7303,0.21686,8564
"FGF17",0.67052,16578,0.84456,18266
"FGF18",0.052693,3584,0.58519,15194
"FGF19",0.23877,9607,0.60908,15552
"FGF2",0.2877,10661,0.017318,1600
"FGF20",0.055801,3755,0.40319,12510
"FGF21",0.14546,7105,0.78096,17468
"FGF22",0.57388,15244,0.89426,18722
"FGF23",0.8341,18173,0.11473,5682
"FGF3",0.82219,18035,0.092501,4907
"FGF4",0.37456,12357,0.3064,10626
"FGF5",0.05891,3913,0.71072,16654
"FGF6",0.095746,5406,0.9903,20149
"FGF7",0.13619,6801,0.0051352,794
"FGF8",0.55402,14932,0.15083,6872
"FGF9",0.70596,16902,0.026365,2100
